Gi?i tính,Nam sinh,T?nh liên h?,Ngh? nghi?p,Ngành ngh?,M?c Luong,Tình tr?ng hôn nhân,T?nh
Nam,1994,T?nh Thái Nguyên,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3910200,,1
Nam,1996,T?nh Nam Ð?nh,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3472000,,1
Nam,1996,T?nh Qu?ng Nam,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3651500,,2
Nam,2000,T?nh Thái Bình,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4169000,,1
Nam,1995,T?nh Nam Ð?nh,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4081700,,1
Nam,1992,T?nh Thái Nguyên,Công Nhân may Công Nghi?p,Công nghi?p và s?n xu?t,4192300,,1
N?,1995,T?nh Hung Yên,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3855000,Ðã k?t hôn,1
Nam,1991,,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3183450,,#N/A
Nam,1998,T?nh Thanh Hóa,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4005000,,2
N?,2000,T?nh Trà Vinh,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3649145,,3
Nam,1993,T?nh Th?a Thiên Hu?,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4150300,,2
N?,1999,Thành ph? H? Chí Minh,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,5000000,,3
Nam,1998,T?nh Nam Ð?nh,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3652000,Ðã k?t hôn,1
Nam,1997,T?nh Ti?n Giang,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3449145,,3
Nam,1997,T?nh Nam Ð?nh,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4074400,,1
Nam,1992,T?nh Thái Nguyên,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4429600,,1
N?,1999,T?nh Bình Ð?nh,Công Nhân May Công Nghi?p,Công nghi?p và s?n xu?t,4225000,,2
Nam,1993,,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4966000,Ðã k?t hôn,#N/A
Nam,2000,T?nh Hung Yên,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3854000,,1
N?,1997,T?nh Bình Thu?n,CÔNG NHÂN MAY CÔNG NGHI?P,Công nghi?p và s?n xu?t,4697000,,2
Nam,1998,T?nh Bình Thu?n,Công Nhân May Công Nghi?p,Công nghi?p và s?n xu?t,3853605,,2
Nam,2002,T?nh Thái Nguyên,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3875900,,1
Nam,2001,T?nh Trà Vinh,Công nhân May công nghi?p,Công nghi?p và s?n xu?t,3449145,,3
Nam,1994,T?nh Thái Bình,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4169000,,1
N?,1998,T?nh H?i Duong,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4372600,Ðã k?t hôn,1
N?,2001,T?nh Vinh Long,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4410000,,3
N?,1994,T?nh Qu?ng Tr?,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3652000,,2
Nam,1996,T?nh Ngh? An,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4965870,,2
Nam,1999,T?nh Thanh Hóa,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3855000,,2
Nam,1998,T?nh Hà Tinh,Công Nhân May công nghi?p,Công nghi?p và s?n xu?t,5370000,,2
N?,1989,T?nh Tây Ninh,Công nhân May công nghi?p,Công nghi?p và s?n xu?t,7885000,,1
Nam,2002,T?nh Thái Bình,Công Nhân May Công Nghi?p,Công nghi?p và s?n xu?t,3550000,,1
N?,1995,T?nh Thanh Hóa,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3933944,,2
Nam,1993,T?nh Thái Bình,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3450000,,1
Nam,2002,T?nh B?c Liêu,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4966000,,3
N?,1994,T?nh Thanh Hóa,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,5143192,Ðã k?t hôn,2
Nam,1999,T?nh Qu?ng Ngãi,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3491700,,2
N?,2000,T?nh Th?a Thiên Hu?,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3853605,,2
Nam,1991,,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,2688000,,#N/A
Nam,1987,T?nh L?ng Son,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3469100,,1
N?,1993,T?nh Thái Nguyên,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4967000,,1
Nam,1996,T?nh Hà Giang,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4390400,,1
N?,2001,Thành ph? C?n Tho,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3853605,,3
N?,1987,T?nh Thanh Hóa,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4752296,Ðã k?t hôn,2
Nam,1991,Thành ph? H?i Phòng,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,5000000,,1
Nam,1992,T?nh Qu?ng Ninh,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,5460000,,1
Nam,1997,Thành ph? H?i Phòng,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4729400,,1
N?,1996,T?nh H?i Duong,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3853605,Ðã k?t hôn,1
Nam,1992,T?nh Vinh Long,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,5423000,,3
N?,1990,T?nh Bình Thu?n,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4194400,Ðã k?t hôn,2
Nam,2001,T?nh Hung Yên,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3854000,,1
N?,1998,T?nh Thanh Hóa,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3853605,,2
Nam,1999,T?nh Hung Yên,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4429600,,1
Nam,1995,T?nh Th?a Thiên Hu?,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3875900,,2
Nam,1999,T?nh B?n Tre,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,4919920,,3
Nam,1997,T?nh Nam Ð?nh,Công nhân may công nghi?p,Công nghi?p và s?n xu?t,3655000,,1
Nam,2002,Thành ph? H? Chí Minh,Công nhân may công nghi?p (T?Y Ð? HAY T?Y (X? LÝ)),Công nghi?p và s?n xu?t,4967000,,3
Nam,1998,T?nh Thái Bình,Công nhân may công nghi?p b?c 1/15,Công nghi?p và s?n xu?t,3875900,,1
Nam,1998,T?nh Hung Yên,Công nhân may công nghi?p b?c 5/15,Công nghi?p và s?n xu?t,4767700,,1
N?,1985,T?nh Thái Nguyên,"Công nhân may công nghi?p, Chi nhánh may Sông Công 3",Công nghi?p và s?n xu?t,4429600,,1
Nam,2001,T?nh Thái Nguyên,"Công nhân may công nghi?p, Chi nhánh may Sông Công 3",Công nghi?p và s?n xu?t,4429600,,1
Nam,1985,T?nh Thái Nguyên,"Công nhân may công nghi?p, Chi nhánh may Vi?t Thái",Công nghi?p và s?n xu?t,4192300,,1
Nam,1992,T?nh Thái Nguyên,"Công nhân may công nghi?p, Chi nhánh may Vi?t Thái",Công nghi?p và s?n xu?t,3751600,,1
N?,1993,T?nh Thái Nguyên,"Công nhân may công nghi?p, Chi nhánh may Vi?t Thái",Công nghi?p và s?n xu?t,4429600,Ðã k?t hôn,1
N?,2002,T?nh Thái Bình,Công nhân may công nghi?p. May 11- Co s? 2,Công nghi?p và s?n xu?t,3450000,,1
Nam,1998,T?nh Cà Mau,Công nhân máy cu?ng l?c,Công nghi?p và s?n xu?t,4800000,,3
Nam,1987,T?nh Yên Bái,Công nhân máy dán b?t,Công nghi?p và s?n xu?t,3471620,,1
Nam,1999,T?nh Long An,Công nhân máy Dán thùng &amp; B? t? d?ng,Công nghi?p và s?n xu?t,3777100,,3
Nam,1993,Thành ph? H? Chí Minh,Công nhân Máy D?p,Công nghi?p và s?n xu?t,5010000,,3
N?,1998,T?nh Tuyên Quang,Công nhân Máy dúc,Công nghi?p và s?n xu?t,4194400,,1
Nam,1989,T?nh Ð?ng Nai,Công nhân máy g?p gi?y,Công nghi?p và s?n xu?t,4774000,,3
N?,1996,T?nh Thái Bình,Công nhân may gia công mu giày,Công nghi?p và s?n xu?t,3500000,Ðã k?t hôn,1
Nam,1996,T?nh Ngh? An,Công nhân máy gi?t nu?c,Công nghi?p và s?n xu?t,4970000,,2
Nam,1999,T?nh Son La,Công nhân may giày công nghi?p,Công nghi?p và s?n xu?t,4405000,,1
Nam,1994,T?nh Long An,Công nhân máy in,Công nghi?p và s?n xu?t,4404120,,3
Nam,1987,T?nh Phú Yên,Công nhân máy in offset,Công nghi?p và s?n xu?t,3670100,,2
Nam,1995,T?nh Thanh Hóa,Công Nhân May Lean,Công nghi?p và s?n xu?t,3651900,,2
N?,1999,T?nh Ð?ng Tháp,Công Nhân May Lót,Công nghi?p và s?n xu?t,5038800,,3
N?,1987,,Công nhân may máy,Công nghi?p và s?n xu?t,2697600,,#N/A
N?,1995,T?nh Long An,Công nhân may máy công nghi?p,Công nghi?p và s?n xu?t,5169000,,3
Nam,1998,T?nh Thái Bình,Công nhân máy mi?ng,Công nghi?p và s?n xu?t,3647500,,1
Nam,1999,,Công nhân may phòng khai thác,Công nghi?p và s?n xu?t,4472600,,#N/A
Nam,2001,T?nh Thanh Hóa,Công nhân mây tre dan,Công nghi?p và s?n xu?t,3297000,,2
Nam,2000,T?nh Ð?ng Nai,Công nhân May tr? 1 kim,Công nghi?p và s?n xu?t,7297500,,3
N?,1995,,Công nhân may vi tính,Công nghi?p và s?n xu?t,7165000,,#N/A
N?,1999,T?nh Cà Mau,Công Nhân May Vi Tính,Công nghi?p và s?n xu?t,5512500,,3
Nam,2001,T?nh Ti?n Giang,Công nhân may vi tính,Công nghi?p và s?n xu?t,4251000,,3
Nam,1982,,Công nhân máy xeo,Công nghi?p và s?n xu?t,4472600,,#N/A
N?,1991,T?nh Sóc Trang,Công nhân May.3,Công nghi?p và s?n xu?t,4966000,,3
Nam,2002,T?nh Thái Nguyên,Công nhân MM-SUB,Công nghi?p và s?n xu?t,4200000,,1
Nam,2001,T?nh An Giang,Công nhân M?c,Công nghi?p và s?n xu?t,5611000,,3
Nam,1996,T?nh An Giang,Công nhân m?c,Công nghi?p và s?n xu?t,4405000,,3
Nam,1988,T?nh Tuyên Quang,Công nhân m?c máy,Công nghi?p và s?n xu?t,3450000,,1
Nam,1995,T?nh Vinh Phúc,Công nhân m?c máy,Công nghi?p và s?n xu?t,7100000,,1
Nam,1987,,"Công nhân MSFT, vùng 2, B?c Ninh",Công nghi?p và s?n xu?t,3317000,Ðã k?t hôn,#N/A
Nam,1989,T?nh Bình Phu?c,Công Nhân N?p M?c,Công nghi?p và s?n xu?t,4405000,,3
Nam,1989,T?nh H?i Duong,Công nhân n?u an,Du l?ch-Khách s?n,3670500,,1
Nam,1993,T?nh Hung Yên,Công nhân n?u d?ng,Công nghi?p và s?n xu?t,3750000,,1
Nam,1979,,Công nhân N?u nghi?n,Công nghi?p và s?n xu?t,3670100,,#N/A
Nam,1992,T?nh Yên Bái,Công nhân nghi?n,Công nghi?p và s?n xu?t,3377000,,1
Nam,1999,Thành ph? Hà N?i,Công nhân nghi?n,Công nghi?p và s?n xu?t,4967000,,1
Nam,1992,T?nh Qu?ng Ninh,Công nhân nghi?n nguyên li?u s?n xu?t xi mang,Công nghi?p và s?n xu?t,4500000,,1
Nam,1989,T?nh H?i Duong,Công nhân nghi?n raymond,Công nghi?p và s?n xu?t,3875900,,1
N?,1987,T?nh Thanh Hóa,Công nhân ngo?i quan,Công nghi?p và s?n xu?t,4300000,,2
Nam,1997,T?nh Sóc Trang,Công nhân ng?i may bao,Công nghi?p và s?n xu?t,4967000,,3
N?,2000,T?nh Bình Ð?nh,Công nhân Ngu?i hoàn thành. Phân xu?ng 1,Công nghi?p và s?n xu?t,3510000,,2
Nam,2001,T?nh Sóc Trang,Công Nhân Nguyên Li?u,Công nghi?p và s?n xu?t,5039400,,3
Nam,1991,T?nh Nam Ð?nh,Công nhân nhà c?t,Công nghi?p và s?n xu?t,3855000,,1
Nam,1995,,Công nhân nhà kho,Công nghi?p và s?n xu?t,3970000,,#N/A
Nam,2000,T?nh Kiên Giang,Công nhân nhà máy Long An,Công nghi?p và s?n xu?t,4200000,,3
Nam,1977,T?nh Ninh Bình,Công nhân nh?t li?u,Công nghi?p và s?n xu?t,4386600,,1
Nam,1991,,Công nhân nhiên li?u,Công nghi?p và s?n xu?t,3670100,,#N/A
Nam,1992,T?nh Yên Bái,Công nhân nhóm d?i m?i,Công nghi?p và s?n xu?t,4870000,,1
Nam,1992,T?nh Hòa Bình,Công nhân nhóm N7 B?c 1,Công nghi?p và s?n xu?t,4195000,,1
Nam,1996,T?nh Ð?ng Tháp,Công nhân nh?a g?,Công nghi?p và s?n xu?t,4988340,,3
Nam,1987,T?nh Sóc Trang,Công nhân nhu?m,Công nghi?p và s?n xu?t,4405000,,3
Nam,1994,T?nh Yên Bái,Công nhân nhu?m,Công nghi?p và s?n xu?t,4630500,,1
Nam,1986,,Công nhân nhu?m,Công nghi?p và s?n xu?t,10401638,,#N/A
Nam,1996,T?nh Long An,Công nhân nhu?m s?i,Công nghi?p và s?n xu?t,8500000,,3
N?,1994,T?nh Ð?ng Nai,Công Nhân NNÐH - A14 May Ði?n T?,Công nghi?p và s?n xu?t,7421500,,3
Nam,1992,T?nh Phú Th?,Công nhân nuôi và cham sóc l?n,Công nghi?p và s?n xu?t,4400000,,1
N?,1997,Thành ph? Hà N?i,Công nhân OQC,Công nghi?p và s?n xu?t,5250000,,1
N?,2000,T?nh Son La,Công nhân OQC,Công nghi?p và s?n xu?t,4212000,,1
Nam,1982,Thành ph? Hà N?i,Công nhân OQC 1,Công nghi?p và s?n xu?t,4500000,,1
N?,2001,T?nh Thái Nguyên,Công nhân OQC TA,Công nghi?p và s?n xu?t,4450000,,1
Nam,1998,T?nh Son La,Công nhân PE,Công nghi?p và s?n xu?t,4212000,,1
Nam,1998,T?nh Thanh Hóa,Công nhân pha c?t,Công nghi?p và s?n xu?t,3892000,,2
Nam,1997,T?nh Thanh Hóa,Công nhân pha c?t,Công nghi?p và s?n xu?t,3892000,,2
Nam,1994,T?nh Thanh Hóa,Công nhân pha c?t lót m?t,Công nghi?p và s?n xu?t,3671000,,2
Nam,1996,T?nh Qu?ng Nam,Công nhân Pha son,Công nghi?p và s?n xu?t,3671000,,2
Nam,1998,T?nh Th?a Thiên Hu?,"Công nhân pha tr?n, nghi?n nguyên li?u th?y tinh",Công nghi?p và s?n xu?t,4250000,,2
Nam,2001,T?nh Tuyên Quang,"Công nhân phân hàng, dóng hàng - Chua qua dào t?o",Giáo d?c và Ðào t?o,4641000,,1
Nam,2000,T?nh Thái Bình,Công nhân phân lo?i hàng hóa,Công nghi?p và s?n xu?t,5100000,,1
Nam,1991,,Công Nhân Phân Ph?i,Công nghi?p và s?n xu?t,4080000,,#N/A
Nam,1994,T?nh Phú Th?,Công nhân phân ph?i chua qua dào t?o,Giáo d?c và Ðào t?o,4641000,,1
Nam,1996,T?nh Bà R?a - Vung Tàu,Công nhân phân xu?ng BF,Công nghi?p và s?n xu?t,4965870,,3
Nam,1997,T?nh Bà R?a - Vung Tàu,Công nhân phân xu?ng EAF,Công nghi?p và s?n xu?t,4965870,,3
Nam,1989,T?nh Bình Ð?nh,Công nhân Phân xu?ng Tiêm - D?ch truy?n,Công nghi?p và s?n xu?t,5325947,,2
Nam,1986,Thành ph? H?i Phòng,Công nhân phát b?t,Công nghi?p và s?n xu?t,5320000,,1
Nam,1997,T?nh Thanh Hóa,Công nhân Ph?t keo d? và mu gi?y,Công nghi?p và s?n xu?t,3892000,,2
Nam,1996,T?nh Kon Tum,Công nhân Ph?t keo d? và mu gi?y,Công nghi?p và s?n xu?t,5733000,,3
Nam,1994,T?nh H?i Duong,Công nhân ph?t keo d? và mu gi?y,Công nghi?p và s?n xu?t,3854000,,1
Nam,1985,T?nh Cà Mau,Công nhân Ph? thông,Công nghi?p và s?n xu?t,5624640,,3
Nam,1988,T?nh H?i Duong,Công nhân ph? thông,Công nghi?p và s?n xu?t,4445000,,1
Nam,2000,Thành ph? Hà N?i,Công Nhân ph? thông,Công nghi?p và s?n xu?t,4420000,,1
Nam,2002,T?nh Hòa Bình,Công nhân ph? thông,Công nghi?p và s?n xu?t,4420000,,1
Nam,1996,T?nh Bà R?a - Vung Tàu,Công nhân phoi da,Công nghi?p và s?n xu?t,5050000,,3
Nam,1999,T?nh Hung Yên,Công Nhân Ph?i Hàng,Công nghi?p và s?n xu?t,5246000,,1
Nam,1989,T?nh B?c Liêu,Công nhân ph?i tr?n,Công nghi?p và s?n xu?t,4110784,,3
Nam,1994,T?nh H?i Duong,Công nhân ph?i tr?n li?u,Công nghi?p và s?n xu?t,3841600,,1
Nam,1988,T?nh Vinh Long,Công nhân Phom giày,Công nghi?p và s?n xu?t,4918600,,3
Nam,1992,T?nh H?i Duong,Công nhân phòng c?m v?,Công nghi?p và s?n xu?t,3088000,,1
Nam,1992,T?nh Qu?ng Ninh,Công nhân Phòng ch? t?o m?c in B? ph?n ch? t?o m?c in,Khoa h?c k? thu?t,5250000,,1
Nam,1991,,Công nhân phòng cu?n dây,Công nghi?p và s?n xu?t,6577000,,#N/A
N?,1995,T?nh Nam Ð?nh,Công nhân phòng d?m b?o ch?t lu?ng,Công nghi?p và s?n xu?t,4207000,,1
N?,1993,T?nh Nam Ð?nh,Công nhân phòng d?m b?o ch?t lu?ng,Công nghi?p và s?n xu?t,3707000,,1
Nam,1976,T?nh Son La,Công nhân phòng dúc,Công nghi?p và s?n xu?t,5375000,,1
Nam,2001,T?nh Hà Tinh,Công nhân phòng Ðúc 2,Công nghi?p và s?n xu?t,5796000,,2
Nam,1988,T?nh Thanh Hóa,Công nhân phòng Ðúc 3 (HY),Công nghi?p và s?n xu?t,6393000,,2
Nam,1992,T?nh Hung Yên,Công nhân phòng Ðúc 3 (HY),Công nghi?p và s?n xu?t,6073000,,1
Nam,1993,T?nh B?c Ninh,Công nhân phòng khuôn-d?p,Công nghi?p và s?n xu?t,4430000,,1
Nam,2001,T?nh Hung Yên,Công nhân phòng Ki?m tra khô và phun men (HY),Công nghi?p và s?n xu?t,6173000,,1
Nam,1992,T?nh Long An,Công nhân phòng M?u,Công nghi?p và s?n xu?t,4729400,,3
Nam,1988,Thành ph? Hà N?i,Công nhân phòng Nung 1,Công nghi?p và s?n xu?t,9226000,,1
Nam,1995,T?nh Hung Yên,Công nhân phòng Phát tri?n s?n ph?m s? 2 (HY),Công nghi?p và s?n xu?t,5999000,,1
Nam,1997,T?nh Son La,Công nhân phòng QC,Công nghi?p và s?n xu?t,6195400,,1
Nam,1992,,Công nhân phòng qu?n lý ch?t lu?ng,Công nghi?p và s?n xu?t,4364000,,#N/A
Nam,2000,Thành ph? H?i Phòng,Công nhân Phòng qu?n lý linh ki?n B? ph?n xu?t nh?p hàng hóa,Công nghi?p và s?n xu?t,5450000,,1
Nam,1989,Thành ph? Hà N?i,Công nhân phòng qu?n lý S?n xu?t,Công nghi?p và s?n xu?t,3857000,,1
N?,1996,T?nh H?i Duong,Công nhân Phòng S?n xu?t,Công nghi?p và s?n xu?t,4935000,Ðã k?t hôn,1
N?,1997,T?nh Nam Ð?nh,Công nhân phòng s?n xu?t,Công nghi?p và s?n xu?t,4566000,,1
N?,1986,,Công nhân phòng s?n xu?t Ato,Công nghi?p và s?n xu?t,7700000,Ðã k?t hôn,#N/A
N?,1995,T?nh Ngh? An,Công Nhân Phòng S?n Xu?t Ði?n Tho?i T?ng Ðài,Công nghi?p và s?n xu?t,5018000,Ðã k?t hôn,2
N?,1991,,Công nhân phòng s?n xu?t Mae,Công nghi?p và s?n xu?t,6250000,Ðã k?t hôn,#N/A
Nam,1994,Thành ph? H?i Phòng,Công nhân phòng S?n xu?t s? 2 (Tombolo),Công nghi?p và s?n xu?t,4050000,,1
Nam,1996,T?nh H?i Duong,Công nhân ph?,Công nghi?p và s?n xu?t,4900000,,1
Nam,1997,T?nh Ð?ng Tháp,Công nhân ph?,Công nghi?p và s?n xu?t,4137000,,3
Nam,1998,T?nh Kiên Giang,Công nhân ph? bao bì gi?y,Công nghi?p và s?n xu?t,4473000,,3
Nam,1988,,Công nhân Ph? B?c,Công nghi?p và s?n xu?t,3630000,,#N/A
Nam,1993,Thành ph? Hà N?i,Công nhân ph? c?t,Công nghi?p và s?n xu?t,3640000,,1
Nam,2002,T?nh Thanh Hóa,Công nhân ph? c?t,Công nghi?p và s?n xu?t,3854000,,2
Nam,1989,,Công nhân ph? kho,Công nghi?p và s?n xu?t,4687500,,#N/A
Nam,1994,T?nh Qu?ng Bình,Công Nhân Ph? Kho,Công nghi?p và s?n xu?t,5370000,,2
Nam,2002,T?nh Nam Ð?nh,Công nhân ph? kho,Công nghi?p và s?n xu?t,5574000,,1
Nam,1997,T?nh Qu?ng Bình,Công Nhân Ph? Kho,Công nghi?p và s?n xu?t,5624000,,2
Nam,2000,T?nh An Giang,Công nhân ph? khung,Công nghi?p và s?n xu?t,5465870,,3
Nam,1998,T?nh Bình Thu?n,Công nhân Ph? l?p ráp,Công nghi?p và s?n xu?t,3899000,,2
N?,1995,T?nh Ti?n Giang,Công nhân ph? may,Công nghi?p và s?n xu?t,5557000,,3
N?,1995,T?nh Long An,Công nhân ph? may,Công nghi?p và s?n xu?t,5080000,,3
N?,1987,T?nh Long An,Công nhân ph? may,Công nghi?p và s?n xu?t,5389000,Ðã k?t hôn,3
Nam,2000,T?nh H?i Duong,Công nhân ph? may,Công nghi?p và s?n xu?t,4571000,,1
Nam,1968,Thành ph? H?i Phòng,Công nhân ph? máy,Công nghi?p và s?n xu?t,5500000,,1
N?,1980,T?nh Phú Th?,Công nhân ph? may công nghi?p,Công nghi?p và s?n xu?t,3683500,Ðã k?t hôn,1
Nam,1990,T?nh H?i Duong,Công nhân ph? máy u?n ?ng thép,Công nghi?p và s?n xu?t,5799500,,1
Nam,1999,T?nh Khánh Hòa,Công nhân ph? s?n xu?t,Y t? và Cham sóc s?c kh?e,4200000,,2
Nam,1991,Thành ph? Hà N?i,Công nhân ph? v?n hành máy SMT,Công nghi?p và s?n xu?t,5083000,,1
N?,2001,T?nh Bình Duong,Công nhân PH? VI?C,Công nghi?p và s?n xu?t,5285000,,3
Nam,1989,,Công nhân ph? vi?c,Công nghi?p và s?n xu?t,5304000,,#N/A
Nam,1999,T?nh Hà Tinh,CÔNG NHÂN PH? VI?C,Công nghi?p và s?n xu?t,4966000,Ðã k?t hôn,2
Nam,1992,T?nh Long An,Công nhân ph?c v?,D?ch v?,4729400,,3
N?,2003,T?nh Qu?ng Tr?,Công nhân ph?c v? chuy?n may,D?ch v?,3224000,,2
Nam,1998,T?nh Kiên Giang,Công nhân phun dúc,Công nghi?p và s?n xu?t,4737000,,3
Nam,1996,T?nh Ð?ng Nai,CÔNG NHÂN PHUN HOA UV- HMUV,Công nghi?p và s?n xu?t,6026000,,3
N?,1988,T?nh Thái Bình,Công nhân Phun son,Công nghi?p và s?n xu?t,3900000,,1
N?,1993,,Công nhân phun son,Công nghi?p và s?n xu?t,4404120,,#N/A
Nam,1988,T?nh Ngh? An,Công nhân phun son,Công nghi?p và s?n xu?t,3854000,Ðã k?t hôn,2
Nam,1995,Thành ph? H?i Phòng,Công nhân phun son,Công nghi?p và s?n xu?t,5229400,,1
Nam,1999,Thành ph? H?i Phòng,Công nhân phun son,Công nghi?p và s?n xu?t,4258600,,1
Nam,1987,T?nh Thái Bình,Công nhân phun son,Công nghi?p và s?n xu?t,4051375,,1
Nam,2001,T?nh Thanh Hóa,Công nhân Phun son,Công nghi?p và s?n xu?t,4250000,,2
Nam,1991,T?nh Hung Yên,Công nhân phun son,Công nghi?p và s?n xu?t,4426000,,1
Nam,1998,T?nh Phú Th?,Công nhân phun son,Công nghi?p và s?n xu?t,3284900,,1
Nam,2000,T?nh Thái Bình,Công nhân phun son,Công nghi?p và s?n xu?t,4729400,,1
N?,1966,T?nh Ð?ng Tháp,CÔNG NHÂN PHUN SON 3,Công nghi?p và s?n xu?t,4971500,,3
Nam,2000,T?nh Kiên Giang,Công nhân Phun son G2,Công nghi?p và s?n xu?t,4966500,,3
Nam,1998,T?nh Ti?n Giang,"Công nhân phun son Tu th? lao d?ng gò bó, thu?ng xuyên ti?p xúc v?i hoá ch?t d?c trong son.",Công nghi?p và s?n xu?t,4966500,,3
N?,1994,T?nh Vinh Phúc,Công nhân PQC,Công nghi?p và s?n xu?t,5250000,,1
Nam,2000,T?nh B?c K?n,Công nhân PQC ki?m tra hàng,Công nghi?p và s?n xu?t,4350000,,1
Nam,1995,T?nh Nam Ð?nh,Công nhân PQC ki?m tra hàng,Công nghi?p và s?n xu?t,3980000,,1
N?,1989,Thành ph? Hà N?i,Công nhân PX L?p ráp,Công nghi?p và s?n xu?t,3670100,Ðã k?t hôn,1
Nam,1990,Thành ph? Hà N?i,Công nhân PX Li?u,Công nghi?p và s?n xu?t,5000000,,1
Nam,1985,,Công nhân PX luy?n thép,Công nghi?p và s?n xu?t,1742500,,#N/A
Nam,1986,T?nh B?c Ninh,Công nhân PX Nguyên Li?u,Công nghi?p và s?n xu?t,4195000,,1
Nam,1988,,Công nhân PX Nguyên li?u,Công nghi?p và s?n xu?t,4738000,,#N/A
N?,1999,T?nh Qu?ng Nam,Công nhân QA - OQC - A1,Công nghi?p và s?n xu?t,4195000,,2
N?,2001,T?nh Lâm Ð?ng,Công nhân QA(T),Công nghi?p và s?n xu?t,5110000,,3
N?,2000,T?nh Yên Bái,Công nhân QA-QC/IVI,Công nghi?p và s?n xu?t,5090000,,1
Nam,1997,T?nh Thái Nguyên,Công nhân QC,Công nghi?p và s?n xu?t,4678000,,1
N?,1993,T?nh Nam Ð?nh,Công nhân QC,Công nghi?p và s?n xu?t,3853605,Ðã k?t hôn,1
Nam,1995,T?nh B?c Ninh,CÔNG NHÂN QC,Công nghi?p và s?n xu?t,4500000,,1
Nam,1992,,Công nhân QC,Công nghi?p và s?n xu?t,4090000,,#N/A
N?,1990,T?nh B?c Ninh,Công nhân QC,Công nghi?p và s?n xu?t,5300000,Ðã k?t hôn,1
Nam,1995,T?nh Tuyên Quang,Công nhân QC,Công nghi?p và s?n xu?t,4200000,,1
Nam,1988,Thành ph? Hà N?i,Công nhân QC,Công nghi?p và s?n xu?t,4200000,,1
Nam,1999,T?nh B?c Giang,Công nhân QC,Công nghi?p và s?n xu?t,4600000,,1
Nam,1996,T?nh Thái Bình,Công nhân QC,Công nghi?p và s?n xu?t,4730000,,1
N?,1998,T?nh Thanh Hóa,Công Nhân Qc,Công nghi?p và s?n xu?t,3778000,,2
N?,1999,T?nh Tây Ninh,Công Nhân QC Hàn,Công nghi?p và s?n xu?t,4194400,,1
Nam,1999,T?nh Son La,Công nhân QC Sau dán,Công nghi?p và s?n xu?t,4212000,Ðã k?t hôn,1
Nam,1994,T?nh Tây Ninh,Công nhân QC YETI,Công nghi?p và s?n xu?t,4194400,,1
N?,1992,,Công nhân qu?n bang,Công nghi?p và s?n xu?t,1926000,Ðã k?t hôn,#N/A
Nam,1992,,Công nhân qu?n bang,Công nghi?p và s?n xu?t,4140000,,#N/A
Nam,1997,T?nh Ninh Thu?n,Công nhân Qu?n dây,Công nghi?p và s?n xu?t,5800000,,2
